Event	ID	Name			Wwise Object Path	Notes
	57706899	Play_Typewriter			\Default Work Unit\NightSky\GestureObjects\Play_Typewriter	
	85412153	Ambience			\Default Work Unit\NightSky\Environment\Ambience	
	256439414	Play_Marble_noise			\Default Work Unit\NightSky\Hands\Play_Marble_noise	
	325855949	Play_Whistlebird			\Default Work Unit\NightSky\GestureObjects\Play_Whistlebird	
	357706744	Play_Stone_test			\Default Work Unit\TestSound\Play_Stone_test	
	502907952	NS_L_Index			\Default Work Unit\NightSky\Hands\NS_L_Index	
	1553300302	NS_R_Index			\Default Work Unit\NightSky\Hands\NS_R_Index	
	2209502600	Play_plant_test			\Default Work Unit\TestSound\Play_plant_test	
	2377466211	Play_S3_Right			\Default Work Unit\NightSky\Hands\Play_S3_Right	
	2553471795	Play_Tin			\Default Work Unit\NightSky\GestureObjects\Play_Tin	
	2566867876	Play_Sprout_reverb			\Default Work Unit\NightSky\GestureObjects\Play_Sprout_reverb	
	2796942438	SonicObject			\Default Work Unit\NightSky\SonicGlobe\SonicObject	
	2884080601	Play_Stone_NoSwitch			\Default Work Unit\NightSky\Environment\Play_Stone_NoSwitch	
	2981901455	Play_electrical_noise			\Default Work Unit\NightSky\Hands\Play_electrical_noise	
	3487893033	Play_Plant_noSwitch			\Default Work Unit\NightSky\Environment\Play_Plant_noSwitch	
	3633580670	Play_GhostVoices_Blend			\Default Work Unit\NightSky\SonicGlobe\Play_GhostVoices_Blend	
	3678868996	Play_FingerTipsBlend			\Default Work Unit\NightSky\FingerTipObjects\Play_FingerTipsBlend	
	3731027100	FingerTips			\Default Work Unit\NightSky\FingerTipObjects\FingerTips	
	4030086710	Play_Tin_test			\Default Work Unit\TestSound\Play_Tin_test	
	4037996292	Play_S3_Left			\Default Work Unit\NightSky\Hands\Play_S3_Left	
	4076367489	Play_Teardrop			\Default Work Unit\NightSky\GestureObjects\Play_Teardrop	

Switch Group	ID	Name			Wwise Object Path	Notes
	117244578	pinchLight_R			\Default Work Unit\NightSky\pinchLight_R	
	117244604	pinchLight_L			\Default Work Unit\NightSky\pinchLight_L	

Switch	ID	Name	Switch Group			Notes
	114672780	plant	pinchLight_R			
	1160234136	Normal	pinchLight_R			
	1216965916	stone	pinchLight_R			
	114672780	plant	pinchLight_L			
	1160234136	Normal	pinchLight_L			
	1216965916	stone	pinchLight_L			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2026081138	Fog_Amount			\Default Work Unit\Fog_Amount	

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	847403062	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Ambience\Gecko_Ambi\silence\Wwise Silence	
	880279683	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Ambience\Gecko_Ambi\silence_01\Wwise Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	1894224	Tin12	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Tin12_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Tin\Tin12		1047568
	3562064	puff_fog_g1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\puff_fog_g1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\Plant\plant_fog\puff_fog_g1		1152144
	8839441	teardrop_fog4	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\teardrop_fog4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Teardrop\Teardrop_fog\teardrop_fog4		1008144
	15914924	GV_C#0	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\GV_C#0_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\SonicObject\GhostVoices\Ghost_Voices_fog\GV_C#0		4689524
	23060089	electrical_noise_6_Fog	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\electrical_noise_6_Fog_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\electrical_noise\electrical_noise_fog\electrical_noise_6_Fog		523280
	30455941	Tin9	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Tin9_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Tin\Tin9		1309712
	42965227	GV_E5	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\GV_E5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\SonicObject\GhostVoices\Ghost_Voices_normal\GV_E5		3720144
	44091151	Tin19	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Tin19_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Tin\Tin19		1309712
	68683500	pop1_fog	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\pop1_fog_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\SpawnObject\PopsNoise\pops_fog\pop1_fog		523280
	68911994	Gecko	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Ambience\Gecko_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Ambience\Gecko_Ambi\Gecko		1291344
	70314303	Sprout_normalReverb4	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Sprout_normalReverb4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Sprout_reverb\Sprout_normalReverb\Sprout_normalReverb4		262288
	72844048	marble3_fog	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\marble3_fog_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_L\Marble_noise\Marble_fog\marble3_fog		261136
	113538457	teardrop_normal11	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\teardrop_normal11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Teardrop\Teardrop_normal\teardrop_normal11		960144
	124979201	Tin6	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Tin6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Tin\Tin6		1309712
	127805304	electrical_noise_7	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\electrical_noise\electrical_noise_7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\electrical_noise\electrical_noise_normal\electrical_noise_7		261136
	135464829	puff_f1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\puff_f1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\Plant\plant_normal\puff_f1		786576
	141224483	puff_fog_e1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\puff_fog_e1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\Plant\plant_fog\puff_fog_e1		1152144
	141404963	marble8_fog	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\marble8_fog_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_L\Marble_noise\Marble_fog\marble8_fog		261136
	145914847	GV_D#1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\GV_D#1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\SonicObject\GhostVoices\Ghost_Voices_fog\GV_D#1		4368144
	163082587	whislebird11	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\whislebird11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Whistlebird\whislebird11		793164
	200697675	Tin11	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Tin11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Tin\Tin11		1047568
	203481937	puff_fog_c2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\puff_fog_c2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\Plant\plant_fog\puff_fog_c2		1152144
	205890191	whislebird1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\whislebird1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Whistlebird\whislebird1		756144
	207714401	marble6	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Marble\marble6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_L\Marble_noise\Marble_normal\marble6		523280
	212058961	GV_G6	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\GV_G6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\SonicObject\GhostVoices\Ghost_Voices_normal\GV_G6		3531144
	212828677	GV_A2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Ghost_Voices\GV_A2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\SonicObject\GhostVoices\Ghost_Voices_normal\GV_A2		3758232
	225544812	puff_fog_d1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\puff_fog_d1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\Plant\plant_fog\puff_fog_d1		1152144
	225637012	whislebird4	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\whislebird4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Whistlebird\whislebird4		792928
	234016259	Cricket_Night	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Ambience\Cricket_Night_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Ambience\NightAmbience\Cricket_Night		6840036
	241127918	Sprout_normalReverb2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Sprout_normalReverb2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Sprout_reverb\Sprout_normalReverb\Sprout_normalReverb2		524432
	247542851	GV_C7	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\GV_C7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\SonicObject\GhostVoices\Ghost_Voices_normal\GV_C7		3718780
	247602887	electrical_noise_3	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\electrical_noise\electrical_noise_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\electrical_noise\electrical_noise_normal\electrical_noise_3		261136
	250893873	puff_c1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\puff_c1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\Plant\plant_normal\puff_c1		786576
	253071093	typewriter7	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\typewriter7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Typewriter\typewriter7		546836
	275641774	marble2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Marble\marble2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_L\Marble_noise\Marble_normal\marble2		523280
	277998812	marble1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Marble\marble1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_L\Marble_noise\Marble_normal\marble1		261136
	288331604	Tin14	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\Tin14_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Tin\Tin14		1309712
	300248372	typewriter2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\typewriter2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Typewriter\typewriter2		920144
	311910778	whislebird2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\whislebird2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Whistlebird\whislebird2		785424
	348596260	whislebird17	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\whislebird17_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Whistlebird\whislebird17		785424
	369919108	typewriter4	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\typewriter4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Gesture_Object\Typewriter\typewriter4		800144
	398960131	puff_fog_a1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\puff_fog_a1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\Plant\plant_fog\puff_fog_a1		1152144
	399420050	snare_boom	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\snare_boom_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\Stone\snare_boom		2640144
	404190458	electrical_noise_6	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Mac\SFX\electrical_noise\electrical_noise_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\NightSky Scene\Hands\PinchLight_R\electrical_noise\electrical_noise_normal\electrical_noise_6		523280
